txid,input_wallet,output_wallet,amount,fee,script_type,pattern_label,timestamp_tx,timestamp_obs,src_ip,dst_ip,src_port,dst_port,observation_delay_ms
TX_000006,wallet_054,wallet_029,0.11881308,0.0003234,P2PKH,normal,2026-03-01 00:44:01,2026-03-01 00:44:03.304,45.197.165.88,104.24.56.60,54759,8333,2304.0
TX_000007,wallet_001,wallet_098,0.00970554,8.929e-05,P2SH,normal,2026-03-01 00:51:26,2026-03-01 00:51:26.217,185.55.168.128,45.254.237.164,57997,8334,217.0
TX_000007,wallet_001,wallet_098,0.00970554,8.929e-05,P2SH,normal,2026-03-01 00:51:26,2026-03-01 00:51:26.971,52.24.194.13,13.21.142.76,59778,8333,971.0
TX_000008,wallet_044,wallet_036,0.6979859,0.00065156,P2WPKH,normal,2026-03-01 00:58:29,2026-03-01 00:58:29.284,172.174.190.229,198.172.69.180,62297,8333,284.0
TX_000009,wallet_044,wallet_014,0.1334998,0.00012402,P2PKH,normal,2026-03-01 01:17:34,2026-03-01 01:17:34.630,192.130.234.28,185.42.95.91,56119,8333,630.0
TX_000009,wallet_044,wallet_014,0.1334998,0.00012402,P2PKH,normal,2026-03-01 01:17:34,2026-03-01 01:17:35.085,45.197.165.88,185.55.168.128,53833,8333,1085.0
TX_000010,wallet_045,wallet_078,0.09154833,0.00017782,P2PKH,normal,2026-03-01 01:26:51,2026-03-01 01:26:51.624,13.93.57.36,172.12.170.59,63190,80,624.0
TX_000010,wallet_045,wallet_078,0.09154833,0.00017782,P2PKH,normal,2026-03-01 01:26:51,2026-03-01 01:26:52.044,13.21.142.76,192.179.109.88,65323,8333,1044.0
TX_000011,wallet_059,wallet_069,0.10483475,0.00012461,P2WPKH,normal,2026-03-01 01:39:11,2026-03-01 01:39:11.162,45.40.56.246,45.197.165.88,54394,8333,162.0
TX_000012,wallet_011,wallet_071,0.45715378,0.00075245,P2SH,normal,2026-03-01 01:53:47,2026-03-01 01:53:47.660,104.24.56.60,198.176.84.216,61656,8333,660.0
TX_000012,wallet_011,wallet_071,0.45715378,0.00075245,P2SH,normal,2026-03-01 01:53:47,2026-03-01 01:53:48.189,45.192.150.110,172.12.170.59,49528,8333,1189.0
TX_000012,wallet_011,wallet_071,0.45715378,0.00075245,P2SH,normal,2026-03-01 01:53:47,2026-03-01 01:53:48.356,52.1.245.185,13.93.57.36,57895,8333,1356.0
TX_000012,wallet_011,wallet_071,0.45715378,0.00075245,P2SH,normal,2026-03-01 01:53:47,2026-03-01 01:53:48.754,45.208.223.2,45.117.163.214,63398,8333,1754.0
TX_000454,wallet_072,wallet_026,887.62157421,0.03536492,P2SH,high_value_anomaly,2026-03-01 01:58:00,2026-03-01 01:58:00.302,185.148.50.181,198.172.69.180,63381,8333,302.0
TX_000454,wallet_072,wallet_026,887.62157421,0.03536492,P2SH,high_value_anomaly,2026-03-01 01:58:00,2026-03-01 01:58:00.957,45.40.56.246,13.153.17.99,49318,8333,957.0
TX_000454,wallet_072,wallet_026,887.62157421,0.03536492,P2SH,high_value_anomaly,2026-03-01 01:58:00,2026-03-01 01:58:01.052,172.174.190.229,52.37.68.36,50253,8333,1052.0
TX_000454,wallet_072,wallet_026,887.62157421,0.03536492,P2SH,high_value_anomaly,2026-03-01 01:58:00,2026-03-01 01:58:01.505,13.227.235.165,192.130.234.28,52363,8333,1505.0
TX_000013,wallet_047,wallet_074,0.25837662,0.00031928,P2PKH,normal,2026-03-01 02:11:54,2026-03-01 02:11:54.789,45.216.164.130,172.12.170.59,55006,8333,789.0
TX_000014,wallet_085,wallet_030,0.12020907,0.00051738,P2WPKH,normal,2026-03-01 02:15:48,2026-03-01 02:15:48.690,45.117.163.214,45.197.165.88,55669,8333,690.0
TX_000015,wallet_030,wallet_013,0.10857603,0.00026309,P2PKH,normal,2026-03-01 02:17:18,2026-03-01 02:17:18.602,104.154.83.126,45.192.150.110,49170,8333,602.0
TX_000015,wallet_030,wallet_013,0.10857603,0.00026309,P2PKH,normal,2026-03-01 02:17:18,2026-03-01 02:17:19.152,198.58.36.189,192.179.109.88,61046,18332,1152.0
TX_000016,wallet_047,wallet_021,0.6955362,0.00138118,P2PKH,normal,2026-03-01 02:19:31,2026-03-01 02:19:31.109,185.148.50.181,13.153.17.99,51732,8333,109.0
TX_000016,wallet_047,wallet_021,0.6955362,0.00138118,P2PKH,normal,2026-03-01 02:19:31,2026-03-01 02:19:31.656,104.24.56.60,104.154.83.126,53272,8333,656.0
TX_000017,wallet_035,wallet_090,0.06548968,0.00035712,P2SH,normal,2026-03-01 02:42:44,2026-03-01 02:42:44.612,185.27.24.98,45.253.21.219,63017,443,612.0
TX_000017,wallet_035,wallet_090,0.06548968,0.00035712,P2SH,normal,2026-03-01 02:42:44,2026-03-01 02:42:45.409,45.249.129.196,45.207.12.187,59366,8333,1409.0
TX_000017,wallet_035,wallet_090,0.06548968,0.00035712,P2SH,normal,2026-03-01 02:42:44,2026-03-01 02:42:46.146,45.197.165.88,198.42.119.98,63507,80,2146.0
TX_000017,wallet_035,wallet_090,0.06548968,0.00035712,P2SH,normal,2026-03-01 02:42:44,2026-03-01 02:42:46.319,185.148.50.181,13.21.142.76,51250,8333,2319.0
TX_000018,wallet_078,wallet_082,0.18376335,0.00022248,P2SH,normal,2026-03-01 02:56:34,2026-03-01 02:56:34.617,13.21.142.76,13.153.120.136,56368,8333,617.0
TX_000018,wallet_078,wallet_082,0.18376335,0.00022248,P2SH,normal,2026-03-01 02:56:34,2026-03-01 02:56:35.391,104.175.185.30,172.152.109.9,56653,8333,1391.0
TX_000018,wallet_078,wallet_082,0.18376335,0.00022248,P2SH,normal,2026-03-01 02:56:34,2026-03-01 02:56:35.473,198.172.69.180,104.24.56.60,56950,8333,1473.0
TX_000018,wallet_078,wallet_082,0.18376335,0.00022248,P2SH,normal,2026-03-01 02:56:34,2026-03-01 02:56:36.020,52.138.32.250,52.24.194.13,53487,8333,2020.0
TX_000018,wallet_078,wallet_082,0.18376335,0.00022248,P2SH,normal,2026-03-01 02:56:34,2026-03-01 02:56:36.654,172.40.161.41,13.227.235.165,57114,8333,2654.0
TX_000019,wallet_021,wallet_060,0.16942574,0.00038196,P2WPKH,normal,2026-03-01 02:57:25,2026-03-01 02:57:25.244,13.57.115.151,45.208.223.2,63276,8333,244.0
TX_000019,wallet_021,wallet_060,0.16942574,0.00038196,P2WPKH,normal,2026-03-01 02:57:25,2026-03-01 02:57:25.714,185.55.168.128,198.40.96.196,50927,8333,714.0
TX_000019,wallet_021,wallet_060,0.16942574,0.00038196,P2WPKH,normal,2026-03-01 02:57:25,2026-03-01 02:57:26.425,13.57.115.151,172.152.109.9,62345,8333,1425.0
TX_000019,wallet_021,wallet_060,0.16942574,0.00038196,P2WPKH,normal,2026-03-01 02:57:25,2026-03-01 02:57:26.586,185.148.50.181,45.207.12.187,55384,8333,1586.0
TX_000020,wallet_082,wallet_089,0.3560154,0.00105719,P2SH,normal,2026-03-01 03:19:18,2026-03-01 03:19:18.482,172.92.217.89,198.222.26.98,64311,8333,482.0
TX_000020,wallet_082,wallet_089,0.3560154,0.00105719,P2SH,normal,2026-03-01 03:19:18,2026-03-01 03:19:18.609,198.234.242.146,172.40.161.41,52360,8333,609.0
TX_000021,wallet_099,wallet_100,6.25871974,0.00239136,P2WPKH,normal,2026-03-01 03:26:56,2026-03-01 03:26:56.065,104.144.51.184,104.154.83.126,56897,8333,65.0
TX_000021,wallet_099,wallet_100,6.25871974,0.00239136,P2WPKH,normal,2026-03-01 03:26:56,2026-03-01 03:26:56.612,13.227.235.165,52.138.32.250,62293,18333,612.0
TX_000021,wallet_099,wallet_100,6.25871974,0.00239136,P2WPKH,normal,2026-03-01 03:26:56,2026-03-01 03:26:57.050,172.7.190.71,198.176.84.216,57842,80,1050.0
TX_000021,wallet_099,wallet_100,6.25871974,0.00239136,P2WPKH,normal,2026-03-01 03:26:56,2026-03-01 03:26:57.392,185.103.69.17,192.130.234.28,65099,8333,1392.0
TX_000021,wallet_099,wallet_100,6.25871974,0.00239136,P2WPKH,normal,2026-03-01 03:26:56,2026-03-01 03:26:57.745,52.138.32.250,172.152.109.9,51149,8333,1745.0
TX_000022,wallet_041,wallet_052,0.93460404,0.0013696,P2PKH,normal,2026-03-01 03:31:11,2026-03-01 03:31:11.101,13.153.17.99,13.227.235.165,54310,8333,101.0
TX_000023,wallet_073,wallet_092,0.29006971,0.00052627,P2SH,normal,2026-03-01 04:41:12,2026-03-01 04:41:12.132,172.92.217.89,104.24.56.60,51378,8333,132.0
TX_000023,wallet_073,wallet_092,0.29006971,0.00052627,P2SH,normal,2026-03-01 04:41:12,2026-03-01 04:41:12.422,198.176.84.216,45.208.223.2,57219,8333,422.0
TX_000023,wallet_073,wallet_092,0.29006971,0.00052627,P2SH,normal,2026-03-01 04:41:12,2026-03-01 04:41:12.512,45.249.142.221,104.144.51.184,62889,8333,512.0
TX_000023,wallet_073,wallet_092,0.29006971,0.00052627,P2SH,normal,2026-03-01 04:41:12,2026-03-01 04:41:13.140,45.192.150.110,185.42.95.91,57696,8333,1140.0
TX_000023,wallet_073,wallet_092,0.29006971,0.00052627,P2SH,normal,2026-03-01 04:41:12,2026-03-01 04:41:13.923,185.42.95.91,185.148.50.181,57855,8333,1923.0
TX_000459,wallet_071,wallet_038,1012.34513068,0.03130747,P2SH,high_value_anomaly,2026-03-01 05:32:00,2026-03-01 05:32:00.683,172.174.190.229,45.254.237.164,61159,8333,683.0
TX_000459,wallet_071,wallet_038,1012.34513068,0.03130747,P2SH,high_value_anomaly,2026-03-01 05:32:00,2026-03-01 05:32:01.305,192.130.234.28,104.24.56.60,55860,8333,1305.0
TX_000459,wallet_071,wallet_038,1012.34513068,0.03130747,P2SH,high_value_anomaly,2026-03-01 05:32:00,2026-03-01 05:32:01.697,185.148.50.181,52.24.194.13,52873,8333,1697.0
TX_000459,wallet_071,wallet_038,1012.34513068,0.03130747,P2SH,high_value_anomaly,2026-03-01 05:32:00,2026-03-01 05:32:02.341,45.249.129.196,52.138.32.250,56539,8333,2341.0
TX_000024,wallet_051,wallet_083,0.64282243,0.00155959,P2PKH,normal,2026-03-01 05:32:21,2026-03-01 05:32:21.518,185.42.95.91,104.154.83.126,51529,8333,518.0
TX_000024,wallet_051,wallet_083,0.64282243,0.00155959,P2PKH,normal,2026-03-01 05:32:21,2026-03-01 05:32:22.204,172.40.161.41,13.57.115.151,51552,8333,1204.0
TX_000024,wallet_051,wallet_083,0.64282243,0.00155959,P2PKH,normal,2026-03-01 05:32:21,2026-03-01 05:32:22.772,172.12.170.59,192.179.109.88,60588,18333,1772.0
TX_000025,wallet_032,wallet_096,0.06647679,0.00023951,P2PKH,normal,2026-03-01 05:34:22,2026-03-01 05:34:22.341,185.27.24.98,185.55.168.128,59064,8333,341.0
TX_000025,wallet_032,wallet_096,0.06647679,0.00023951,P2PKH,normal,2026-03-01 05:34:22,2026-03-01 05:34:23.060,45.192.150.110,172.7.190.71,58962,8332,1060.0
TX_000025,wallet_032,wallet_096,0.06647679,0.00023951,P2PKH,normal,2026-03-01 05:34:22,2026-03-01 05:34:23.247,172.12.170.59,45.208.223.2,52659,8333,1247.0
TX_000461,wallet_030,wallet_013,518.13884754,0.0232171,P2SH,high_value_anomaly,2026-03-01 05:36:00,2026-03-01 05:36:00.739,45.249.129.196,104.24.56.60,55323,80,739.0
TX_000461,wallet_030,wallet_013,518.13884754,0.0232171,P2SH,high_value_anomaly,2026-03-01 05:36:00,2026-03-01 05:36:00.878,104.144.51.184,104.59.211.9,55011,8333,878.0
TX_000461,wallet_030,wallet_013,518.13884754,0.0232171,P2SH,high_value_anomaly,2026-03-01 05:36:00,2026-03-01 05:36:01.006,13.57.115.151,172.92.217.89,58194,8333,1006.0
TX_000026,wallet_075,wallet_055,0.03337484,0.00020016,P2PKH,normal,2026-03-01 05:40:51,2026-03-01 05:40:51.328,198.222.26.98,45.249.142.221,56053,8333,328.0
TX_000026,wallet_075,wallet_055,0.03337484,0.00020016,P2PKH,normal,2026-03-01 05:40:51,2026-03-01 05:40:51.586,52.1.245.185,104.175.185.30,57802,8333,586.0
TX_000027,wallet_029,wallet_018,0.04433354,0.00016512,P2PKH,normal,2026-03-01 06:16:18,2026-03-01 06:16:18.102,104.144.51.184,45.197.165.88,63031,8333,102.0
TX_000027,wallet_029,wallet_018,0.04433354,0.00016512,P2PKH,normal,2026-03-01 06:16:18,2026-03-01 06:16:18.197,172.7.190.71,172.156.163.44,53438,8333,197.0
TX_000027,wallet_029,wallet_018,0.04433354,0.00016512,P2PKH,normal,2026-03-01 06:16:18,2026-03-01 06:16:18.515,185.27.24.98,192.139.245.200,63630,8333,515.0
TX_000028,wallet_007,wallet_015,0.07755953,0.00011584,P2PKH,normal,2026-03-01 06:32:06,2026-03-01 06:32:06.624,172.7.190.71,192.179.109.88,51617,8334,624.0
TX_000028,wallet_007,wallet_015,0.07755953,0.00011584,P2PKH,normal,2026-03-01 06:32:06,2026-03-01 06:32:06.826,13.93.57.36,172.174.190.229,61250,8333,826.0
TX_000028,wallet_007,wallet_015,0.07755953,0.00011584,P2PKH,normal,2026-03-01 06:32:06,2026-03-01 06:32:07.027,185.103.69.17,192.179.109.88,50522,8333,1027.0
TX_000028,wallet_007,wallet_015,0.07755953,0.00011584,P2PKH,normal,2026-03-01 06:32:06,2026-03-01 06:32:07.117,172.156.163.44,52.138.32.250,57328,8333,1117.0
TX_000029,wallet_088,wallet_055,0.44867672,0.00140608,P2PKH,normal,2026-03-01 06:35:18,2026-03-01 06:35:18.623,104.59.211.9,104.175.185.30,54216,18333,623.0
TX_000029,wallet_088,wallet_055,0.44867672,0.00140608,P2PKH,normal,2026-03-01 06:35:18,2026-03-01 06:35:18.839,172.92.217.89,185.103.69.17,49964,8333,839.0
TX_000029,wallet_088,wallet_055,0.44867672,0.00140608,P2PKH,normal,2026-03-01 06:35:18,2026-03-01 06:35:19.229,104.59.211.9,52.1.245.185,57283,8333,1229.0
TX_000030,wallet_077,wallet_060,0.64745768,0.00179338,P2WPKH,normal,2026-03-01 07:01:34,2026-03-01 07:01:34.441,172.174.190.229,52.37.68.36,56440,8333,441.0
TX_000457,wallet_012,wallet_049,206.38801452,0.04252722,P2WPKH,high_value_anomaly,2026-03-01 07:08:00,2026-03-01 07:08:00.634,198.40.96.196,13.153.17.99,49951,80,634.0
TX_000457,wallet_012,wallet_049,206.38801452,0.04252722,P2WPKH,high_value_anomaly,2026-03-01 07:08:00,2026-03-01 07:08:00.825,192.130.234.28,198.176.84.216,55212,8333,825.0
TX_000457,wallet_012,wallet_049,206.38801452,0.04252722,P2WPKH,high_value_anomaly,2026-03-01 07:08:00,2026-03-01 07:08:01.254,104.175.185.30,185.55.168.128,49196,8332,1254.0
TX_000457,wallet_012,wallet_049,206.38801452,0.04252722,P2WPKH,high_value_anomaly,2026-03-01 07:08:00,2026-03-01 07:08:01.698,45.249.129.196,198.172.69.180,50223,8333,1698.0
TX_000031,wallet_002,wallet_088,0.17401756,0.00068195,P2SH,normal,2026-03-01 07:31:14,2026-03-01 07:31:14.408,45.117.163.214,13.21.142.76,56456,8333,408.0
TX_000031,wallet_002,wallet_088,0.17401756,0.00068195,P2SH,normal,2026-03-01 07:31:14,2026-03-01 07:31:14.655,198.176.84.216,198.172.69.180,58281,18332,655.0
TX_000031,wallet_002,wallet_088,0.17401756,0.00068195,P2SH,normal,2026-03-01 07:31:14,2026-03-01 07:31:15.064,45.197.165.88,198.191.144.138,62248,8333,1064.0
TX_000031,wallet_002,wallet_088,0.17401756,0.00068195,P2SH,normal,2026-03-01 07:31:14,2026-03-01 07:31:15.663,198.172.69.180,198.58.36.189,52931,18332,1663.0
TX_000032,wallet_069,wallet_097,0.10559198,0.00019861,P2SH,normal,2026-03-01 07:33:51,2026-03-01 07:33:51.644,172.12.170.59,172.174.190.229,52704,8333,644.0
TX_000032,wallet_069,wallet_097,0.10559198,0.00019861,P2SH,normal,2026-03-01 07:33:51,2026-03-01 07:33:52.047,45.216.164.130,185.42.95.91,63451,8333,1047.0
TX_000033,wallet_015,wallet_038,0.03652406,0.00013146,P2PKH,normal,2026-03-01 08:13:47,2026-03-01 08:13:47.168,45.254.237.164,13.153.17.99,55380,8333,168.0
TX_000033,wallet_015,wallet_038,0.03652406,0.00013146,P2PKH,normal,2026-03-01 08:13:47,2026-03-01 08:13:47.943,185.103.69.17,172.7.190.71,55608,8333,943.0
TX_000033,wallet_015,wallet_038,0.03652406,0.00013146,P2PKH,normal,2026-03-01 08:13:47,2026-03-01 08:13:48.064,172.76.112.41,198.172.69.180,59438,8333,1064.0
TX_000033,wallet_015,wallet_038,0.03652406,0.00013146,P2PKH,normal,2026-03-01 08:13:47,2026-03-01 08:13:48.241,45.216.164.130,45.117.163.214,59286,8333,1241.0
TX_000033,wallet_015,wallet_038,0.03652406,0.00013146,P2PKH,normal,2026-03-01 08:13:47,2026-03-01 08:13:48.625,198.176.84.216,192.130.234.28,58840,8333,1625.0
TX_000034,wallet_093,wallet_034,0.83491644,0.00410957,P2SH,normal,2026-03-01 08:15:15,2026-03-01 08:15:15.480,172.76.112.41,45.254.237.164,54854,8333,480.0
TX_000034,wallet_093,wallet_034,0.83491644,0.00410957,P2SH,normal,2026-03-01 08:15:15,2026-03-01 08:15:15.838,198.176.84.216,172.40.161.41,49165,8333,838.0
TX_000035,wallet_065,wallet_014,0.91911835,0.00406245,P2PKH,normal,2026-03-01 08:22:51,2026-03-01 08:22:51.490,13.153.17.99,45.249.142.221,59711,8333,490.0
TX_000035,wallet_065,wallet_014,0.91911835,0.00406245,P2PKH,normal,2026-03-01 08:22:51,2026-03-01 08:22:51.992,52.1.245.185,52.138.32.250,64657,8333,992.0
TX_000036,wallet_082,wallet_065,0.07593713,0.00028419,P2PKH,normal,2026-03-01 08:43:18,2026-03-01 08:43:18.724,104.144.51.184,45.117.163.214,60135,8333,724.0
TX_000036,wallet_082,wallet_065,0.07593713,0.00028419,P2PKH,normal,2026-03-01 08:43:18,2026-03-01 08:43:19.014,52.1.245.185,45.117.163.214,56513,8333,1014.0
TX_000037,wallet_098,wallet_021,0.06422287,0.00022616,P2SH,normal,2026-03-01 09:27:06,2026-03-01 09:27:06.075,172.174.190.229,172.12.170.59,64721,8333,75.0
TX_000037,wallet_098,wallet_021,0.06422287,0.00022616,P2SH,normal,2026-03-01 09:27:06,2026-03-01 09:27:06.199,185.55.168.128,104.59.211.9,55523,8333,199.0
TX_000038,wallet_068,wallet_001,0.20372902,0.00066828,P2PKH,normal,2026-03-01 09:52:14,2026-03-01 09:52:14.556,198.176.84.216,185.148.50.181,53987,8333,556.0
TX_000038,wallet_068,wallet_001,0.20372902,0.00066828,P2PKH,normal,2026-03-01 09:52:14,2026-03-01 09:52:14.611,192.139.245.200,13.57.115.151,63083,8333,611.0
TX_000038,wallet_068,wallet_001,0.20372902,0.00066828,P2PKH,normal,2026-03-01 09:52:14,2026-03-01 09:52:15.373,45.192.150.110,185.55.168.128,50797,8333,1373.0
TX_000038,wallet_068,wallet_001,0.20372902,0.00066828,P2PKH,normal,2026-03-01 09:52:14,2026-03-01 09:52:15.547,185.55.168.128,192.179.109.88,64377,8333,1547.0
TX_000039,wallet_015,wallet_047,1.34248329,0.005,P2WPKH,normal,2026-03-01 10:21:00,2026-03-01 10:21:00.659,185.42.95.91,104.154.83.126,63654,8333,659.0
TX_000039,wallet_015,wallet_047,1.34248329,0.005,P2WPKH,normal,2026-03-01 10:21:00,2026-03-01 10:21:01.445,198.191.144.138,185.103.69.17,63763,8334,1445.0
TX_000039,wallet_015,wallet_047,1.34248329,0.005,P2WPKH,normal,2026-03-01 10:21:00,2026-03-01 10:21:01.981,198.234.242.146,172.12.170.59,57253,8333,1981.0
TX_000039,wallet_015,wallet_047,1.34248329,0.005,P2WPKH,normal,2026-03-01 10:21:00,2026-03-01 10:21:02.314,104.154.83.126,45.192.150.110,65031,8333,2314.0
TX_000039,wallet_015,wallet_047,1.34248329,0.005,P2WPKH,normal,2026-03-01 10:21:00,2026-03-01 10:21:02.645,198.234.242.146,104.24.56.60,58514,8333,2645.0
TX_000040,wallet_040,wallet_031,0.33481321,0.00017851,P2WPKH,normal,2026-03-01 10:34:46,2026-03-01 10:34:46.377,13.93.57.36,104.144.51.184,53686,8333,377.0
TX_000040,wallet_040,wallet_031,0.33481321,0.00017851,P2WPKH,normal,2026-03-01 10:34:46,2026-03-01 10:34:46.819,45.249.129.196,45.40.56.246,56162,8333,819.0
TX_000040,wallet_040,wallet_031,0.33481321,0.00017851,P2WPKH,normal,2026-03-01 10:34:46,2026-03-01 10:34:47.286,198.172.69.180,52.24.194.13,64419,8333,1286.0
TX_000041,wallet_011,wallet_094,0.13829502,0.00039316,P2PKH,normal,2026-03-01 10:49:43,2026-03-01 10:49:43.480,45.254.237.164,13.153.120.136,49792,443,480.0
TX_000041,wallet_011,wallet_094,0.13829502,0.00039316,P2PKH,normal,2026-03-01 10:49:43,2026-03-01 10:49:43.919,13.227.235.165,172.7.190.71,60678,8333,919.0
TX_000042,wallet_098,wallet_069,0.20741433,0.00084908,P2PKH,normal,2026-03-01 10:52:10,2026-03-01 10:52:10.479,13.93.57.36,192.139.245.200,56378,8333,479.0
TX_000042,wallet_098,wallet_069,0.20741433,0.00084908,P2PKH,normal,2026-03-01 10:52:10,2026-03-01 10:52:10.808,185.103.69.17,198.191.144.138,50103,8333,808.0
TX_000042,wallet_098,wallet_069,0.20741433,0.00084908,P2PKH,normal,2026-03-01 10:52:10,2026-03-01 10:52:11.542,52.1.245.185,198.176.84.216,54560,8333,1542.0
TX_000042,wallet_098,wallet_069,0.20741433,0.00084908,P2PKH,normal,2026-03-01 10:52:10,2026-03-01 10:52:11.722,45.249.142.221,13.93.57.36,50035,443,1722.0
TX_000043,wallet_061,wallet_071,0.0406604,8.697e-05,P2SH,normal,2026-03-01 10:52:58,2026-03-01 10:52:58.728,198.58.36.189,13.57.115.151,63196,8333,728.0
TX_000043,wallet_061,wallet_071,0.0406604,8.697e-05,P2SH,normal,2026-03-01 10:52:58,2026-03-01 10:52:59.250,172.92.217.89,172.152.109.9,57676,8333,1250.0
TX_000043,wallet_061,wallet_071,0.0406604,8.697e-05,P2SH,normal,2026-03-01 10:52:58,2026-03-01 10:52:59.516,185.55.168.128,185.42.95.91,60211,8333,1516.0
TX_000043,wallet_061,wallet_071,0.0406604,8.697e-05,P2SH,normal,2026-03-01 10:52:58,2026-03-01 10:52:59.954,45.253.21.219,104.154.83.126,62965,8333,1954.0
TX_000043,wallet_061,wallet_071,0.0406604,8.697e-05,P2SH,normal,2026-03-01 10:52:58,2026-03-01 10:53:00.087,13.227.235.165,198.58.36.189,50858,18332,2087.0
TX_000487,wallet_082,wallet_015,112.29374029,0.0001,P2WPKH,peeling_chain,2026-03-01 11:03:00,2026-03-01 11:03:00.222,104.24.56.60,45.254.237.164,55675,8333,222.0
TX_000488,wallet_082,wallet_034,5.37600845,0.0001,P2PKH,peeling_chain,2026-03-01 11:03:04,2026-03-01 11:03:04.463,45.208.223.2,185.148.50.181,63068,8333,463.0
TX_000488,wallet_082,wallet_034,5.37600845,0.0001,P2PKH,peeling_chain,2026-03-01 11:03:04,2026-03-01 11:03:04.798,192.139.245.200,192.130.234.28,58096,8333,798.0
TX_000488,wallet_082,wallet_034,5.37600845,0.0001,P2PKH,peeling_chain,2026-03-01 11:03:04,2026-03-01 11:03:05.507,198.176.84.216,172.156.163.44,64743,8333,1507.0
TX_000488,wallet_082,wallet_034,5.37600845,0.0001,P2PKH,peeling_chain,2026-03-01 11:03:04,2026-03-01 11:03:05.971,52.37.68.36,45.192.150.110,58290,8333,1971.0
TX_000488,wallet_082,wallet_034,5.37600845,0.0001,P2PKH,peeling_chain,2026-03-01 11:03:04,2026-03-01 11:03:06.486,13.57.115.151,192.179.109.88,57366,8333,2486.0
TX_000044,wallet_078,wallet_055,0.77957213,0.00381173,P2WPKH,normal,2026-03-01 11:07:20,2026-03-01 11:07:20.715,104.24.56.60,172.76.112.41,50471,8333,715.0
TX_000044,wallet_078,wallet_055,0.77957213,0.00381173,P2WPKH,normal,2026-03-01 11:07:20,2026-03-01 11:07:21.018,45.207.12.187,198.58.36.189,54145,8333,1018.0
TX_000489,wallet_015,wallet_004,111.03676124,0.0001,P2PKH,peeling_chain,2026-03-01 11:08:00,2026-03-01 11:08:00.693,192.179.109.88,198.58.36.189,52415,8333,693.0
TX_000489,wallet_015,wallet_004,111.03676124,0.0001,P2PKH,peeling_chain,2026-03-01 11:08:00,2026-03-01 11:08:00.812,52.37.68.36,45.249.129.196,50028,80,812.0
TX_000490,wallet_015,wallet_031,1.25677905,0.0001,P2WPKH,peeling_chain,2026-03-01 11:08:05,2026-03-01 11:08:05.745,185.42.95.91,45.40.56.246,59072,8333,745.0
TX_000490,wallet_015,wallet_031,1.25677905,0.0001,P2WPKH,peeling_chain,2026-03-01 11:08:05,2026-03-01 11:08:05.893,192.139.245.200,104.24.56.60,65280,8333,893.0
TX_000490,wallet_015,wallet_031,1.25677905,0.0001,P2WPKH,peeling_chain,2026-03-01 11:08:05,2026-03-01 11:08:06.149,198.222.26.98,52.1.245.185,65467,8333,1149.0
