timestamp,txid,input_wallet,output_wallet,amount,fee,script_type,pattern_label
2026-03-01 07:08:00,TX_000457,wallet_012,wallet_049,206.38801452,0.04252722,P2WPKH,high_value_anomaly
2026-03-01 07:31:14,TX_000031,wallet_002,wallet_088,0.17401756,0.00068195,P2SH,normal
2026-03-01 07:33:51,TX_000032,wallet_069,wallet_097,0.10559198,0.00019861,P2SH,normal
2026-03-01 08:13:47,TX_000033,wallet_015,wallet_038,0.03652406,0.00013146,P2PKH,normal
2026-03-01 08:15:15,TX_000034,wallet_093,wallet_034,0.83491644,0.00410957,P2SH,normal
2026-03-01 08:22:51,TX_000035,wallet_065,wallet_014,0.91911835,0.00406245,P2PKH,normal
2026-03-01 08:43:18,TX_000036,wallet_082,wallet_065,0.07593713,0.00028419,P2PKH,normal
2026-03-01 09:27:06,TX_000037,wallet_098,wallet_021,0.06422287,0.00022616,P2SH,normal
2026-03-01 09:52:14,TX_000038,wallet_068,wallet_001,0.20372902,0.00066828,P2PKH,normal
2026-03-01 10:21:00,TX_000039,wallet_015,wallet_047,1.34248329,0.005,P2WPKH,normal
2026-03-01 10:34:46,TX_000040,wallet_040,wallet_031,0.33481321,0.00017851,P2WPKH,normal
2026-03-01 10:49:43,TX_000041,wallet_011,wallet_094,0.13829502,0.00039316,P2PKH,normal
2026-03-01 10:52:10,TX_000042,wallet_098,wallet_069,0.20741433,0.00084908,P2PKH,normal
2026-03-01 10:52:58,TX_000043,wallet_061,wallet_071,0.0406604,8.697e-05,P2SH,normal
2026-03-01 11:03:00,TX_000487,wallet_082,wallet_015,112.29374029,0.0001,P2WPKH,peeling_chain
2026-03-01 11:03:04,TX_000488,wallet_082,wallet_034,5.37600845,0.0001,P2PKH,peeling_chain
2026-03-01 11:07:20,TX_000044,wallet_078,wallet_055,0.77957213,0.00381173,P2WPKH,normal
2026-03-01 11:08:00,TX_000489,wallet_015,wallet_004,111.03676124,0.0001,P2PKH,peeling_chain
2026-03-01 11:08:05,TX_000490,wallet_015,wallet_031,1.25677905,0.0001,P2WPKH,peeling_chain
2026-03-01 11:13:00,TX_000491,wallet_004,wallet_095,109.8083349,0.0001,P2WPKH,peeling_chain
2026-03-01 11:13:05,TX_000492,wallet_004,wallet_020,1.22822634,0.0001,P2SH,peeling_chain
2026-03-01 11:16:00,TX_000462,wallet_048,wallet_046,330.45773385,0.01408191,P2WPKH,high_value_anomaly
2026-03-01 11:19:00,TX_000464,wallet_060,wallet_049,396.94260946,0.04634417,P2WPKH,high_value_anomaly
2026-03-01 11:24:00,TX_000493,wallet_095,wallet_036,107.74180284,0.0001,P2SH,peeling_chain
2026-03-01 11:24:01,TX_000494,wallet_095,wallet_100,2.06633206,0.0001,P2PKH,peeling_chain
2026-03-01 11:55:07,TX_000045,wallet_097,wallet_094,0.11750202,0.00045895,P2SH,normal
2026-03-01 12:00:20,TX_000469,wallet_034,wallet_056,0.44993321,0.0001,P2SH,high_frequency_anomaly
2026-03-01 12:00:33,TX_000470,wallet_034,wallet_029,0.49868963,0.0001,P2PKH,high_frequency_anomaly
2026-03-01 12:00:51,TX_000471,wallet_034,wallet_065,0.05454561,0.0001,P2PKH,high_frequency_anomaly
2026-03-01 12:00:56,TX_000472,wallet_034,wallet_020,0.31744856,0.0001,P2WPKH,high_frequency_anomaly
2026-03-01 12:01:11,TX_000473,wallet_034,wallet_078,0.04112858,0.0001,P2SH,high_frequency_anomaly
2026-03-01 12:01:27,TX_000474,wallet_034,wallet_069,0.13319292,0.0001,P2WPKH,high_frequency_anomaly
2026-03-01 12:01:29,TX_000475,wallet_034,wallet_089,0.36315369,0.0001,P2WPKH,high_frequency_anomaly
2026-03-01 12:01:48,TX_000476,wallet_034,wallet_098,0.14074434,0.0001,P2WPKH,high_frequency_anomaly
2026-03-01 12:02:00,TX_000477,wallet_034,wallet_015,0.15381506,0.0001,P2PKH,high_frequency_anomaly
2026-03-01 12:02:16,TX_000478,wallet_034,wallet_001,0.4773698,0.0001,P2WPKH,high_frequency_anomaly
2026-03-01 12:02:26,TX_000479,wallet_034,wallet_066,0.38336148,0.0001,P2WPKH,high_frequency_anomaly
2026-03-01 12:02:31,TX_000480,wallet_034,wallet_082,0.15623795,0.0001,P2WPKH,high_frequency_anomaly
2026-03-01 12:02:49,TX_000481,wallet_034,wallet_079,0.10746644,0.0001,P2SH,high_frequency_anomaly
2026-03-01 12:02:56,TX_000482,wallet_034,wallet_071,0.47721488,0.0001,P2WPKH,high_frequency_anomaly
2026-03-01 12:02:58,TX_000483,wallet_034,wallet_078,0.16883647,0.0001,P2PKH,high_frequency_anomaly
2026-03-01 12:03:03,TX_000484,wallet_034,wallet_048,0.44057372,0.0001,P2SH,high_frequency_anomaly
2026-03-01 12:03:12,TX_000485,wallet_034,wallet_008,0.12802708,0.0001,P2WPKH,high_frequency_anomaly
2026-03-01 12:03:16,TX_000486,wallet_034,wallet_011,0.36863472,0.0001,P2PKH,high_frequency_anomaly
2026-03-01 12:23:27,TX_000046,wallet_052,wallet_086,0.03710273,0.00017186,P2PKH,normal
2026-03-01 12:28:48,TX_000047,wallet_067,wallet_058,0.17297751,0.00016986,P2PKH,normal
2026-03-01 12:32:28,TX_000048,wallet_044,wallet_003,0.13368853,0.00044875,P2PKH,normal
2026-03-01 13:25:43,TX_000049,wallet_029,wallet_001,0.40727689,0.00023241,P2SH,normal
2026-03-01 14:06:54,TX_000050,wallet_030,wallet_009,0.89567647,0.00411329,P2WPKH,normal
2026-03-01 14:39:37,TX_000051,wallet_010,wallet_066,1.15746765,0.00151561,P2SH,normal
2026-03-01 15:12:00,TX_000455,wallet_058,wallet_076,406.00977905,0.04359572,P2PKH,high_value_anomaly
2026-03-01 15:25:04,TX_000052,wallet_028,wallet_070,0.27545361,0.00025613,P2WPKH,normal
2026-03-01 15:32:53,TX_000053,wallet_074,wallet_061,0.16398895,0.00026166,P2PKH,normal
2026-03-01 15:44:11,TX_000054,wallet_053,wallet_025,0.14350422,0.00013068,P2SH,normal
2026-03-01 15:48:00,TX_000466,wallet_005,wallet_041,541.28126572,0.00424324,P2WPKH,high_value_anomaly
2026-03-01 16:18:25,TX_000055,wallet_046,wallet_055,0.00922156,6.95e-05,P2WPKH,normal
2026-03-01 16:23:36,TX_000056,wallet_007,wallet_087,0.33777393,0.00116531,P2SH,normal
2026-03-01 16:26:19,TX_000057,wallet_008,wallet_052,0.38424442,0.0014595,P2WPKH,normal
2026-03-01 16:34:17,TX_000058,wallet_014,wallet_032,0.18281637,0.00023991,P2SH,normal
2026-03-01 16:49:04,TX_000059,wallet_018,wallet_055,0.07195832,0.00012189,P2PKH,normal
2026-03-01 18:00:35,TX_000060,wallet_010,wallet_057,1.20291826,0.00493302,P2WPKH,normal
2026-03-01 18:13:00,TX_000458,wallet_006,wallet_094,605.36736764,0.00711648,P2SH,high_value_anomaly
2026-03-01 19:06:23,TX_000061,wallet_013,wallet_007,0.21821795,0.00076914,P2SH,normal
2026-03-01 19:13:42,TX_000062,wallet_002,wallet_012,0.02995061,0.00018895,P2WPKH,normal
2026-03-01 19:20:34,TX_000063,wallet_022,wallet_053,0.2522883,0.00067558,P2PKH,normal
2026-03-01 19:34:42,TX_000064,wallet_052,wallet_008,0.13277077,0.00017039,P2PKH,normal
2026-03-01 19:35:55,TX_000065,wallet_050,wallet_034,0.39585984,0.00188677,P2SH,normal
2026-03-01 19:41:33,TX_000066,wallet_037,wallet_055,0.16351765,0.00062449,P2SH,normal
2026-03-01 19:44:50,TX_000067,wallet_072,wallet_085,0.33547265,0.00126448,P2PKH,normal
2026-03-01 19:50:32,TX_000068,wallet_038,wallet_028,0.2211628,0.0011219,P2SH,normal
2026-03-01 20:13:00,TX_000069,wallet_070,wallet_008,0.08800133,0.00038133,P2PKH,normal
2026-03-01 20:39:13,TX_000070,wallet_075,wallet_062,0.56426517,0.00149676,P2WPKH,normal
2026-03-01 20:48:33,TX_000071,wallet_021,wallet_008,1.20471903,0.005,P2PKH,normal
2026-03-01 21:04:03,TX_000072,wallet_024,wallet_009,1.18624268,0.00362732,P2SH,normal
2026-03-01 21:06:06,TX_000073,wallet_031,wallet_052,0.12342532,0.00013485,P2WPKH,normal
2026-03-01 21:10:23,TX_000074,wallet_032,wallet_075,0.6755657,0.00208558,P2SH,normal
2026-03-01 21:11:22,TX_000075,wallet_054,wallet_085,1.72966188,0.005,P2SH,normal
2026-03-01 21:11:52,TX_000076,wallet_034,wallet_027,0.63654975,0.00220259,P2PKH,normal
2026-03-01 21:26:23,TX_000077,wallet_034,wallet_051,0.48621911,0.00041044,P2SH,normal
2026-03-01 21:30:22,TX_000078,wallet_059,wallet_041,0.05143439,0.00028928,P2WPKH,normal
2026-03-01 21:54:01,TX_000079,wallet_002,wallet_059,0.46984983,0.00152706,P2SH,normal
2026-03-01 21:57:08,TX_000080,wallet_013,wallet_010,0.18394383,0.00055298,P2SH,normal
2026-03-01 22:05:38,TX_000081,wallet_017,wallet_045,0.14542511,0.00069223,P2WPKH,normal
2026-03-01 22:27:22,TX_000082,wallet_048,wallet_037,0.43489361,0.00042964,P2WPKH,normal
2026-03-01 23:01:31,TX_000083,wallet_091,wallet_039,1.14644268,0.00360079,P2WPKH,normal
2026-03-01 23:07:13,TX_000084,wallet_084,wallet_068,4.69733468,0.0006998,P2WPKH,normal
2026-03-01 23:09:20,TX_000085,wallet_039,wallet_085,0.03963472,7.408e-05,P2WPKH,normal
2026-03-01 23:18:05,TX_000086,wallet_034,wallet_015,0.93134333,0.00420341,P2SH,normal
2026-03-01 23:44:08,TX_000087,wallet_020,wallet_035,0.46821346,0.00074324,P2PKH,normal
2026-03-01 23:46:03,TX_000088,wallet_044,wallet_027,0.96125549,0.00338434,P2WPKH,normal
2026-03-01 23:49:44,TX_000089,wallet_065,wallet_063,0.29274479,0.0004395,P2WPKH,normal
2026-03-01 23:50:05,TX_000090,wallet_007,wallet_012,0.61685686,0.00202887,P2WPKH,normal
2026-03-01 23:52:23,TX_000091,wallet_006,wallet_001,0.27521563,0.00052734,P2PKH,normal
2026-03-02 00:16:05,TX_000092,wallet_034,wallet_021,0.05180721,0.00024335,P2SH,normal
2026-03-02 00:37:21,TX_000093,wallet_055,wallet_072,0.53869878,0.00012939,P2PKH,normal
2026-03-02 00:42:55,TX_000094,wallet_089,wallet_020,0.07097719,0.00024685,P2WPKH,normal
2026-03-02 00:50:57,TX_000095,wallet_075,wallet_071,0.56212717,0.00051413,P2PKH,normal
2026-03-02 01:28:57,TX_000096,wallet_040,wallet_047,1.02231271,0.00465553,P2SH,normal
2026-03-02 01:50:33,TX_000097,wallet_006,wallet_046,0.07877423,0.00013897,P2PKH,normal
2026-03-02 01:59:53,TX_000098,wallet_014,wallet_046,0.26581206,0.00109267,P2WPKH,normal
2026-03-02 02:06:12,TX_000099,wallet_053,wallet_080,0.64044519,0.00246604,P2WPKH,normal
2026-03-02 02:26:18,TX_000100,wallet_031,wallet_021,0.16737585,0.00086736,P2WPKH,normal
2026-03-02 02:58:08,TX_000101,wallet_053,wallet_004,5.93760938,0.005,P2WPKH,normal
2026-03-02 03:11:51,TX_000102,wallet_053,wallet_086,0.2497034,0.00113219,P2WPKH,normal
2026-03-02 03:16:21,TX_000103,wallet_035,wallet_021,0.07025535,0.00032808,P2PKH,normal
2026-03-02 03:17:00,TX_000104,wallet_005,wallet_061,0.7208069,0.00090771,P2WPKH,normal
2026-03-02 03:37:54,TX_000105,wallet_059,wallet_045,0.19224996,0.00035672,P2SH,normal
2026-03-02 04:13:00,TX_000503,wallet_011,wallet_030,82.37887456,0.0001,P2WPKH,peeling_chain
2026-03-02 04:13:01,TX_000504,wallet_011,wallet_064,3.14799546,0.0001,P2WPKH,peeling_chain
2026-03-02 04:23:00,TX_000505,wallet_030,wallet_013,79.46253394,0.0001,P2WPKH,peeling_chain
2026-03-02 04:23:02,TX_000506,wallet_030,wallet_087,2.91614062,0.0001,P2PKH,peeling_chain
2026-03-02 04:29:00,TX_000507,wallet_013,wallet_049,77.19841389,0.0001,P2WPKH,peeling_chain
2026-03-02 04:29:05,TX_000508,wallet_013,wallet_052,2.26392005,0.0001,P2PKH,peeling_chain
2026-03-02 04:44:00,TX_000509,wallet_049,wallet_036,74.31218438,0.0001,P2PKH,peeling_chain
2026-03-02 04:44:02,TX_000510,wallet_049,wallet_023,2.88602951,0.0001,P2PKH,peeling_chain
2026-03-02 04:46:05,TX_000106,wallet_030,wallet_029,0.54248708,0.00016715,P2PKH,normal
2026-03-02 04:58:00,TX_000453,wallet_005,wallet_004,203.06476385,0.01240038,P2WPKH,high_value_anomaly
2026-03-02 05:11:00,TX_000495,wallet_090,wallet_055,57.05186623,0.0001,P2SH,peeling_chain
2026-03-02 05:11:01,TX_000496,wallet_090,wallet_029,2.61957145,0.0001,P2WPKH,peeling_chain
2026-03-02 05:14:00,TX_000497,wallet_055,wallet_044,55.4327057,0.0001,P2SH,peeling_chain
2026-03-02 05:14:01,TX_000498,wallet_055,wallet_047,1.61896053,0.0001,P2WPKH,peeling_chain
2026-03-02 05:26:00,TX_000499,wallet_044,wallet_036,54.22811203,0.0001,P2WPKH,peeling_chain
2026-03-02 05:26:03,TX_000500,wallet_044,wallet_014,1.20439367,0.0001,P2WPKH,peeling_chain
2026-03-02 05:29:00,TX_000501,wallet_036,wallet_020,53.26853302,0.0001,P2PKH,peeling_chain
2026-03-02 05:29:02,TX_000502,wallet_036,wallet_012,0.95937901,0.0001,P2SH,peeling_chain
2026-03-02 05:52:31,TX_000107,wallet_043,wallet_036,0.12964508,0.00061205,P2WPKH,normal
2026-03-02 06:02:24,TX_000108,wallet_036,wallet_045,0.5669182,0.00188866,P2PKH,normal
2026-03-02 06:40:39,TX_000109,wallet_069,wallet_043,0.07344225,0.00039534,P2PKH,normal
2026-03-02 06:57:05,TX_000110,wallet_034,wallet_023,0.12056595,0.00040505,P2WPKH,normal
2026-03-02 07:29:00,TX_000468,wallet_019,wallet_034,253.59335148,0.03750446,P2WPKH,high_value_anomaly
2026-03-02 07:52:16,TX_000111,wallet_005,wallet_014,0.47525201,0.00148678,P2PKH,normal
2026-03-02 07:54:28,TX_000112,wallet_041,wallet_056,1.85062786,0.005,P2SH,normal
2026-03-02 08:13:43,TX_000113,wallet_050,wallet_074,0.79366661,0.00086858,P2PKH,normal
2026-03-02 08:40:53,TX_000114,wallet_056,wallet_001,0.23731499,0.00067832,P2WPKH,normal
2026-03-02 09:04:55,TX_000115,wallet_088,wallet_093,0.07059403,0.00038231,P2SH,normal
2026-03-02 09:12:02,TX_000116,wallet_026,wallet_047,1.17164123,0.00264326,P2WPKH,normal
2026-03-02 09:45:20,TX_000117,wallet_043,wallet_080,0.32153108,0.00057673,P2WPKH,normal
2026-03-02 10:34:23,TX_000118,wallet_093,wallet_039,0.30381054,0.00083532,P2SH,normal
2026-03-02 10:48:52,TX_000119,wallet_042,wallet_052,1.25210683,0.00445281,P2SH,normal
2026-03-02 11:10:01,TX_000120,wallet_025,wallet_054,0.22509509,0.0008059,P2PKH,normal
2026-03-02 11:34:23,TX_000121,wallet_096,wallet_023,0.29486295,0.0009688,P2PKH,normal
2026-03-02 11:42:47,TX_000122,wallet_071,wallet_001,0.27566115,0.00048802,P2PKH,normal
2026-03-02 11:52:22,TX_000123,wallet_075,wallet_078,0.27199472,0.00094977,P2PKH,normal
2026-03-02 11:53:15,TX_000124,wallet_057,wallet_087,0.07988919,0.00014164,P2PKH,normal
2026-03-02 12:05:56,TX_000125,wallet_095,wallet_022,0.02609019,0.00013684,P2PKH,normal
2026-03-02 12:23:58,TX_000126,wallet_085,wallet_082,0.34258532,0.00112379,P2PKH,normal
2026-03-02 12:24:45,TX_000127,wallet_097,wallet_031,0.07640216,0.00030952,P2PKH,normal
2026-03-02 12:39:41,TX_000128,wallet_026,wallet_019,0.14930252,8.28e-05,P2PKH,normal
2026-03-02 13:09:14,TX_000129,wallet_061,wallet_079,0.4314911,0.00188975,P2PKH,normal
2026-03-02 13:11:11,TX_000130,wallet_054,wallet_081,0.04855558,0.00019182,P2SH,normal
2026-03-02 13:12:24,TX_000131,wallet_050,wallet_064,3.92294697,0.005,P2PKH,normal
2026-03-02 13:32:51,TX_000132,wallet_089,wallet_001,2.03826001,0.005,P2WPKH,normal
2026-03-02 13:58:54,TX_000133,wallet_014,wallet_100,0.22722193,0.00054607,P2PKH,normal
2026-03-02 14:06:52,TX_000134,wallet_090,wallet_067,0.37926839,0.00095125,P2SH,normal
2026-03-02 14:11:00,TX_000465,wallet_029,wallet_088,456.71100786,0.03864737,P2PKH,high_value_anomaly
2026-03-02 14:38:44,TX_000135,wallet_016,wallet_059,0.13088994,0.00014861,P2PKH,normal
2026-03-02 14:40:32,TX_000136,wallet_068,wallet_072,0.03010817,0.00014086,P2WPKH,normal
2026-03-02 14:41:12,TX_000137,wallet_057,wallet_079,0.08837352,0.00041176,P2WPKH,normal
2026-03-02 14:45:10,TX_000138,wallet_055,wallet_071,1.63814102,0.00379311,P2PKH,normal
2026-03-02 14:48:44,TX_000139,wallet_061,wallet_058,0.32671091,0.00049761,P2PKH,normal
2026-03-02 15:13:58,TX_000140,wallet_082,wallet_036,0.03223596,0.00017419,P2SH,normal
2026-03-02 15:34:00,TX_000460,wallet_025,wallet_091,176.51066371,0.0334019,P2SH,high_value_anomaly
2026-03-02 15:35:43,TX_000141,wallet_081,wallet_031,0.35090334,0.00055724,P2PKH,normal
2026-03-02 15:54:48,TX_000142,wallet_037,wallet_031,1.61869648,0.00236701,P2PKH,normal
2026-03-02 16:05:50,TX_000143,wallet_070,wallet_011,0.09283889,0.00012223,P2PKH,normal
2026-03-02 16:34:21,TX_000144,wallet_089,wallet_020,0.04803124,0.00022106,P2PKH,normal
2026-03-02 16:34:48,TX_000145,wallet_053,wallet_043,0.16781882,0.00051298,P2PKH,normal
2026-03-02 16:37:01,TX_000146,wallet_027,wallet_054,2.1094069,0.00428661,P2SH,normal
2026-03-02 16:50:42,TX_000147,wallet_090,wallet_003,0.04717312,0.00025275,P2SH,normal
2026-03-02 17:02:14,TX_000148,wallet_049,wallet_062,0.19668689,7.535e-05,P2PKH,normal
2026-03-02 17:12:34,TX_000149,wallet_097,wallet_050,1.42145527,0.005,P2WPKH,normal
2026-03-02 17:13:39,TX_000150,wallet_054,wallet_069,1.09189702,0.00415862,P2SH,normal
2026-03-02 17:23:12,TX_000151,wallet_078,wallet_029,0.23935935,0.00064656,P2PKH,normal
2026-03-02 18:02:11,TX_000152,wallet_063,wallet_004,3.73443417,0.005,P2SH,normal
2026-03-02 18:23:50,TX_000153,wallet_052,wallet_093,0.17500355,0.00020903,P2PKH,normal
2026-03-02 18:41:37,TX_000154,wallet_017,wallet_080,0.24004615,0.00070225,P2WPKH,normal
2026-03-02 19:38:07,TX_000155,wallet_076,wallet_073,0.02289464,0.00012667,P2PKH,normal
2026-03-02 19:49:00,TX_000451,wallet_015,wallet_004,915.70554974,0.0129997,P2PKH,high_value_anomaly
2026-03-02 19:58:53,TX_000156,wallet_055,wallet_018,1.03732877,0.00455986,P2PKH,normal
2026-03-02 20:11:18,TX_000157,wallet_034,wallet_049,0.50875853,0.00091694,P2PKH,normal
2026-03-02 20:21:13,TX_000158,wallet_044,wallet_098,0.24296616,0.00112154,P2PKH,normal
2026-03-02 20:24:00,TX_000463,wallet_010,wallet_078,798.47611702,0.02717285,P2PKH,high_value_anomaly
2026-03-02 21:26:21,TX_000159,wallet_054,wallet_033,0.12446642,0.00057165,P2PKH,normal
2026-03-02 21:34:11,TX_000160,wallet_096,wallet_070,0.28625219,0.00015168,P2WPKH,normal
2026-03-02 22:11:37,TX_000161,wallet_029,wallet_084,0.10574925,9.613e-05,P2WPKH,normal
2026-03-02 22:35:38,TX_000162,wallet_006,wallet_097,0.14564453,8.671e-05,P2PKH,normal
2026-03-02 22:55:37,TX_000163,wallet_003,wallet_080,0.34452683,0.0003417,P2PKH,normal
2026-03-02 23:28:19,TX_000164,wallet_086,wallet_015,0.44824154,0.00133352,P2PKH,normal
2026-03-02 23:35:06,TX_000165,wallet_090,wallet_033,0.43261132,0.00171893,P2PKH,normal
2026-03-02 23:49:00,TX_000456,wallet_055,wallet_044,405.65847584,0.01155037,P2SH,high_value_anomaly
2026-03-03 00:08:09,TX_000166,wallet_078,wallet_096,0.095164,0.00039449,P2SH,normal
2026-03-03 01:41:27,TX_000167,wallet_021,wallet_040,0.02611603,6.644e-05,P2PKH,normal
2026-03-03 02:11:34,TX_000168,wallet_040,wallet_074,0.05157676,0.00022634,P2WPKH,normal
2026-03-03 02:20:04,TX_000169,wallet_051,wallet_092,1.43825667,0.00159155,P2SH,normal
2026-03-03 02:26:00,TX_000452,wallet_014,wallet_087,914.73451913,0.02772296,P2WPKH,high_value_anomaly
2026-03-03 02:48:19,TX_000170,wallet_081,wallet_032,0.13167461,0.00012891,P2SH,normal
2026-03-03 02:50:39,TX_000171,wallet_088,wallet_077,0.22640628,0.00096629,P2SH,normal
2026-03-03 03:25:50,TX_000172,wallet_073,wallet_006,0.68189534,0.0012783,P2PKH,normal
2026-03-03 03:33:42,TX_000173,wallet_048,wallet_009,0.16745012,0.00048189,P2PKH,normal
2026-03-03 03:34:05,TX_000174,wallet_054,wallet_063,0.62174182,0.0004337,P2WPKH,normal
2026-03-03 04:21:24,TX_000175,wallet_082,wallet_059,0.16117758,0.00062473,P2PKH,normal
2026-03-03 05:21:30,TX_000176,wallet_094,wallet_067,0.10691581,0.00056649,P2PKH,normal
2026-03-03 06:21:49,TX_000177,wallet_069,wallet_100,2.21395646,0.005,P2PKH,normal
2026-03-03 06:33:53,TX_000178,wallet_094,wallet_076,0.80113364,0.00118371,P2WPKH,normal
2026-03-03 06:40:59,TX_000179,wallet_012,wallet_036,0.94734448,0.00423726,P2PKH,normal
2026-03-03 07:09:04,TX_000180,wallet_060,wallet_073,0.05307801,0.00021404,P2PKH,normal
2026-03-03 07:40:35,TX_000181,wallet_004,wallet_064,0.09642634,0.00046171,P2PKH,normal
2026-03-03 07:56:41,TX_000182,wallet_028,wallet_046,0.22078179,0.0009352,P2PKH,normal
2026-03-03 08:08:30,TX_000183,wallet_077,wallet_090,0.15398332,0.00072946,P2SH,normal
2026-03-03 08:11:09,TX_000184,wallet_067,wallet_025,0.58542082,0.00035413,P2SH,normal
2026-03-03 08:14:24,TX_000185,wallet_063,wallet_072,0.46608354,0.00182811,P2SH,normal
2026-03-03 08:16:41,TX_000186,wallet_083,wallet_092,1.13821011,0.00290124,P2SH,normal
2026-03-03 08:18:36,TX_000187,wallet_012,wallet_038,0.13266023,0.00020731,P2SH,normal
2026-03-03 08:53:16,TX_000188,wallet_040,wallet_085,0.28495821,0.00089052,P2PKH,normal
2026-03-03 09:17:55,TX_000189,wallet_068,wallet_045,0.89156691,0.00199805,P2SH,normal
2026-03-03 10:16:55,TX_000190,wallet_043,wallet_046,0.12582565,0.00049592,P2PKH,normal
2026-03-03 11:42:27,TX_000191,wallet_033,wallet_030,0.10055274,0.0001195,P2PKH,normal
2026-03-03 11:44:21,TX_000192,wallet_016,wallet_096,1.14126083,0.00316077,P2SH,normal
2026-03-03 11:59:00,TX_000467,wallet_092,wallet_041,333.88919846,0.02546233,P2WPKH,high_value_anomaly
2026-03-03 12:14:32,TX_000193,wallet_024,wallet_025,0.01936107,7.246e-05,P2PKH,normal
2026-03-03 13:02:03,TX_000194,wallet_093,wallet_076,1.46820231,0.005,P2SH,normal
2026-03-03 13:04:34,TX_000195,wallet_037,wallet_013,0.15523905,0.00069888,P2PKH,normal
2026-03-03 13:17:22,TX_000196,wallet_047,wallet_023,0.22191177,0.00040087,P2SH,normal
2026-03-03 13:18:41,TX_000197,wallet_017,wallet_036,1.02569032,0.00038133,P2PKH,normal
2026-03-03 13:36:21,TX_000198,wallet_038,wallet_090,0.56272497,0.00270946,P2SH,normal
2026-03-03 14:42:00,TX_000199,wallet_097,wallet_063,0.03937076,7.373e-05,P2PKH,normal
2026-03-03 15:22:45,TX_000200,wallet_037,wallet_061,0.08102769,0.00024817,P2PKH,normal
2026-03-03 15:27:58,TX_000201,wallet_007,wallet_033,0.24258168,0.00119285,P2PKH,normal
2026-03-03 17:07:16,TX_000202,wallet_009,wallet_052,0.72629803,0.00187269,P2SH,normal
